treatment	OTU	Phylum	Class	Order	Family	Genus	Maximum log2 fold change	C source bioavailability	C assimilation Latency
Cellulose Day 30	OTU.11344	Actinobacteria	Acidimicrobiia	Acidimicrobiales	TM214	uncultured_bacterium	5.8929954974724	38	1.09861228866811
Cellulose Day 30	OTU.1135	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	1.4211114424047	42.3333333333333	1.52832249289019
Cellulose Day 30	OTU.11365	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	1.98369206682886	39.6666666666667	1.24588987276112
Cellulose Day 30	OTU.114	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	NA	1.82710064641826	42.4	1.32560827523591
Cellulose Day 30	OTU.1153	Planctomycetes	Phycisphaerae	WD2101_soil_group	uncultured_bacterium	NA	0	36	0.930376170357503
Cellulose Day 30	OTU.1162	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Fluviicola	0	42	2.13833305950803
Cellulose Day 30	OTU.11675	Chloroflexi	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	NA	1.83403292998874	36	1.16537798498037
Cellulose Day 30	OTU.1169	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	0	36	0.930376170357503
Cellulose Day 30	OTU.11704	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	0	43.25	1.72798691343733
Cellulose Day 30	OTU.118	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacterineae	uncultured	0	43.2857142857143	0.821796091260805
Cellulose Day 30	OTU.11824	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	uncultured	0	39.3333333333333	1.26888749659011
Cellulose Day 30	OTU.119	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	1.73864539018879	41	1.24760814669468
Cellulose Day 30	OTU.12066	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	6.84885304678995	40	0.185484336182344
Cellulose Day 30	OTU.121	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	6.71678527272546	41	0.578074351579233
Cellulose Day 30	OTU.1210	Planctomycetes	Phycisphaerae	WD2101_soil_group	uncultured_bacterium	NA	1.50510161733482	38	1.09861228866811
Cellulose Day 30	OTU.1226	Nitrospirae	Nitrospira	Nitrospirales	0319-6A21	uncultured_bacterium	2.50514181446334	38	1.09861228866811
Cellulose Day 30	OTU.123	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	NA	3.17597687573125	44.25	0.650672421361096
Cellulose Day 30	OTU.1232	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	5.89222518276939	39.6666666666667	1.49993655677675
Cellulose Day 30	OTU.12422	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	6.20301113223533	36	0.930376170357503
Cellulose Day 30	OTU.1257	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	4.24663952025889	36	0.549306144334055
Cellulose Day 30	OTU.1273	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter	4.41322237584711	36	0.549306144334055
Cellulose Day 30	OTU.128	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	6.44814298048508	41.5	1.19182225886613
Cellulose Day 30	OTU.12810	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	6.31712405427836	43.2857142857143	1.07776172972196
Cellulose Day 30	OTU.12829	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	5.26680378638843	36	0.930376170357503
Cellulose Day 30	OTU.12896	Acidobacteria	Candidatus_Chloracidobacterium	uncultured_bacterium	NA	NA	7.95422142645755	36	0.549306144334055
Cellulose Day 30	OTU.1290	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	4.29906926626909	38	1.09861228866811
Cellulose Day 30	OTU.12923	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	0.964425489530919	41.25	0.761130609430856
Cellulose Day 30	OTU.12999	Chloroflexi	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	uncultured_Chloroflexi_bacterium	4.13595087361892	36	0.549306144334055
Cellulose Day 30	OTU.130	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	NA	1.31300451403367	38	1.09861228866811
Cellulose Day 30	OTU.13007	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium	0	42	1.52226121886171
Cellulose Day 30	OTU.13042	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	0	41.25	1.13199513682424
Cellulose Day 30	OTU.131	Proteobacteria	Deltaproteobacteria	Myxococcales	0319-6G20	uncultured_bacterium	4.00988590396782	39.3333333333333	1.26888749659011
Cellulose Day 30	OTU.13192	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0	43.2857142857143	1.45476991966699
Cellulose Day 30	OTU.132	Chloroflexi	Thermomicrobia	JG30-KF-CM45	NA	NA	0	41.25	1.42089494183467
Cellulose Day 30	OTU.13222	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	7.22737910230631	42.8333333333333	1.28308046464682
Cellulose Day 30	OTU.13230	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0	42.6666666666667	0.250679566129379
Cellulose Day 30	OTU.13237	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	3.09218299589914	42.2	1.37023698549875
Cellulose Day 30	OTU.13239	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	0	42.6666666666667	0.250679566129379
Cellulose Day 30	OTU.13269	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	4.28481332267541	41	1.05707313368296
Cellulose Day 30	OTU.1332	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	2.95170012408816	38	1.09861228866811
Cellulose Day 30	OTU.13371	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	3.62551053671816	36	0.930376170357503
Cellulose Day 30	OTU.1338	Verrucomicrobia	Spartobacteria	Chthoniobacterales	FukuN18_freshwater_group	NA	3.68795249813277	36	0.549306144334055
Cellulose Day 30	OTU.13446	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Streptomyces	4.10562682573916	38	1.09861228866811
Cellulose Day 30	OTU.135	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	0	43.4285714285714	1.85379963530164
Cellulose Day 30	OTU.1354	Proteobacteria	Deltaproteobacteria	Myxococcales	0319-6G20	uncultured_bacterium	4.8127571425831	36	0.930376170357503
Cellulose Day 30	OTU.13547	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	2.93964302654479	43.25	1.72798691343733
Cellulose Day 30	OTU.13814	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Haloferula	0	36	0.549306144334055
Cellulose Day 30	OTU.1383	Chloroflexi	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	uncultured_Chloroflexi_bacterium	5.06891133504039	39.3333333333333	1.01484081257447
Cellulose Day 30	OTU.13913	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Haloferula	0	36	0.549306144334055
Cellulose Day 30	OTU.1398	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	NA	0	36	0.549306144334055
Cellulose Day 30	OTU.14	Actinobacteria	MB-A2-108	uncultured_bacterium	NA	NA	0.0810063543326271	43.625	1.15486597860351
Cellulose Day 30	OTU.14003	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	6.18166331406298	43.625	0.761130609430856
Cellulose Day 30	OTU.14023	Acidobacteria	DA023	uncultured_bacterium	NA	NA	6.23839595923766	42	2.13833305950803
Cellulose Day 30	OTU.1414	Bacteroidetes	VC2.1_Bac22	uncultured_bacterium	NA	NA	0	36	0.930376170357503
Cellulose Day 30	OTU.144	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	0.170857641226297	43.4285714285714	1.4767914453566
Cellulose Day 30	OTU.147	Acidobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Bryobacter	uncultured_bacterium	1.54452737240384	44.25	1.71683746608677
Cellulose Day 30	OTU.148	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	1.93594224318414	41.25	1.61142995484639
Cellulose Day 30	OTU.1482	Verrucomicrobia	Opitutae	Opitutales	NA	NA	5.44084635926074	36	0.930376170357503
Cellulose Day 30	OTU.1517	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	0.524533971579991	38	1.09861228866811
Cellulose Day 30	OTU.155	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	8.32599462115143	41.4	0.984287943058357
Cellulose Day 30	OTU.156	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	uncultured	2.37945047231459	39.6666666666667	1.49993655677675
Cellulose Day 30	OTU.1588	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	0	36	0.930376170357503
Cellulose Day 30	OTU.159	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium_	Cellulomonas	5.83893394933515	44	1.68155898105885
Cellulose Day 30	OTU.1607	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	4.28627558797417	36	0.930376170357503
Cellulose Day 30	OTU.1634	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	0	36	0.930376170357503
Cellulose Day 30	OTU.165	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	3.98390283303027	43.6666666666667	2.30524114954377
Cellulose Day 30	OTU.1652	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	3.25088031062351	36	0.168236118310606
Cellulose Day 30	OTU.1655	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Microbispora	NA	0	38	0.336472236621213
Cellulose Day 30	OTU.1660	Verrucomicrobia	Spartobacteria	Chthoniobacterales	FukuN18_freshwater_group	uncultured_bacterium	4.9968585481243	36	0.549306144334055
Cellulose Day 30	OTU.1668	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	0	38	1.09861228866811
Cellulose Day 30	OTU.1671	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	3.58997700679552	36	0.930376170357503
Cellulose Day 30	OTU.17	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	2.88526106146236	36	-0.255412811882995
Cellulose Day 30	OTU.1702	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	3.43117515575927	38	0.394590032336139
Cellulose Day 30	OTU.1761	Proteobacteria	Deltaproteobacteria	Myxococcales	0319-6G20	uncultured_bacterium	3.36777183353614	36	0.930376170357503
Cellulose Day 30	OTU.180	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Haloferula	4.97336629211229	42.4	1.51209940898141
Cellulose Day 30	OTU.181	Bacteroidetes	Cytophagia	Cytophagales	NA	NA	3.14739618707745	42	1.23484053675743
Cellulose Day 30	OTU.184	Chloroflexi	Thermomicrobia	JG30-KF-CM45	uncultured_bacterium	NA	3.45355114212369	41.25	1.42089494183467
Cellulose Day 30	OTU.1848	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Derxia	1.70135722323897	42.2	1.5258979832788
Cellulose Day 30	OTU.186	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	5.37598525664728	36	0.549306144334055
Cellulose Day 30	OTU.1911	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	2.38213009028525	38	1.09861228866811
Cellulose Day 30	OTU.192	Chloroflexi	Thermomicrobia	JG30-KF-CM45	uncultured_bacterium	NA	3.4190366152269	43.6666666666667	1.61209396898383
Cellulose Day 30	OTU.193	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	7.09815083561699	39.6666666666667	0.99184318874549
Cellulose Day 30	OTU.194	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS_17	uncultured_bacterium	4.66425194670736	36	0.930376170357503
Cellulose Day 30	OTU.197	Verrucomicrobia	OPB35_soil_group	uncultured_bacterium	NA	NA	2.5710002802854	41.25	1.53435461493277
Cellulose Day 30	OTU.198	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	NA	1.06507977042718	39.6666666666667	0.709410568616422
Cellulose Day 30	OTU.201	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	4.675020691458	39.3333333333333	0.760794128558842
Cellulose Day 30	OTU.203	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	4.8712464331099	41.4	0.368109926679497
Cellulose Day 30	OTU.208	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	2.21254861664388	41	1.74617908002957
Cellulose Day 30	OTU.211	Chloroflexi	Thermomicrobia	JG30-KF-CM45	uncultured_bacterium	NA	1.42496753923263	36	0.930376170357503
Cellulose Day 30	OTU.2134	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	uncultured	3.66092030636128	38	1.09861228866811
Cellulose Day 30	OTU.214	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	1.68804962302359	43	1.71142454100154
Cellulose Day 30	OTU.217	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	1.27296798640851	43	1.71142454100154
Cellulose Day 30	OTU.218	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29_marine_group	0	43.1428571428571	1.11885916864364
Cellulose Day 30	OTU.2187	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	10.2538894125297	41.4	0.984287943058357
Cellulose Day 30	OTU.22	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	Agromyces_fucosus	2.06907446463177	44.8333333333333	1.1303653426678
Cellulose Day 30	OTU.222	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	NA	5.41201901115346	42	0.202732554054082
Cellulose Day 30	OTU.223	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	0.857964357636013	43.4285714285714	1.4767914453566
Cellulose Day 30	OTU.2243	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	4.74525532113427	38	1.09861228866811
Cellulose Day 30	OTU.226	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	6.23132198676509	36	0.930376170357503
Cellulose Day 30	OTU.228	Chloroflexi	Thermomicrobia	JG30-KF-CM45	uncultured_Chloroflexi_bacterium	NA	1.66411380181386	38	1.09861228866811
Cellulose Day 30	OTU.23	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA	4.24217960323473	44.6	0.219722457733622
Cellulose Day 30	OTU.2301	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0	40	0.972955074527657
Cellulose Day 30	OTU.235	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	4.02324618879491	36	0.549306144334055
Cellulose Day 30	OTU.237	Proteobacteria	Alphaproteobacteria	Rhodospirillales	wr0007	uncultured_alpha_proteobacterium	1.1765857417351	38	1.09861228866811
Cellulose Day 30	OTU.2396	Verrucomicrobia	Candidatus_Methylacidiphilum	uncultured_Verrucomicrobia_bacterium	NA	NA	3.13348429665761	36	0.930376170357503
Cellulose Day 30	OTU.24	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	2.08324403381137	43.25	1.19692500818116
Cellulose Day 30	OTU.2407	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	3.05826013254497	36	0.168236118310606
Cellulose Day 30	OTU.2419	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	5.02295613346178	38	1.09861228866811
Cellulose Day 30	OTU.243	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured_bacterium	6.73383946629307	39.3333333333333	1.67960205702098
Cellulose Day 30	OTU.248	Actinobacteria	MB-A2-108	NA	NA	NA	0.305586692524741	42.4	1.66452741939079
Cellulose Day 30	OTU.250	Actinobacteria	Acidimicrobiia	Acidimicrobiales	TM214	NA	0	41.25	0.761130609430856
Cellulose Day 30	OTU.251	Proteobacteria	Deltaproteobacteria	GR-WP33-30	NA	NA	0.418998950769284	38	1.09861228866811
Cellulose Day 30	OTU.254	Actinobacteria	Acidimicrobiia	Acidimicrobiales	TM214	NA	0	42	0.916993495734114
Cellulose Day 30	OTU.259	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	0	39.3333333333333	1.42555537300535
Cellulose Day 30	OTU.262	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Sporocytophaga	3.33182066874531	38	0.336472236621213
Cellulose Day 30	OTU.2637	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	0	38	0.336472236621213
Cellulose Day 30	OTU.269	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	uncultured_bacterium	0.0266628636796688	38	1.09861228866811
Cellulose Day 30	OTU.2711	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0	42.1666666666667	0.772292940473334
Cellulose Day 30	OTU.272	Armatimonadetes	uncultured_bacterium	NA	NA	NA	5.77429761818471	39.3333333333333	1.26888749659011
Cellulose Day 30	OTU.274	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	2.3318006203154	42	0.752038698388137
Cellulose Day 30	OTU.2761	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	0	36	0.930376170357503
Cellulose Day 30	OTU.2866	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	4.07458272978192	42	2.13833305950803
Cellulose Day 30	OTU.287	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	uncultured	1.68802139426237	39.3333333333333	1.67960205702098
Cellulose Day 30	OTU.2945	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	10.6859481600339	40.25	0.743882391559118
Cellulose Day 30	OTU.2960	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Sandaracinaceae	3.24566694099046	36	0.930376170357503
Cellulose Day 30	OTU.2970	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	uncultured	0	38	1.09861228866811
Cellulose Day 30	OTU.2986	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	2.52455736138781	44.25	1.4837235489049
Cellulose Day 30	OTU.301	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Nubsella	5.90940179020722	41.4	0.537569498756938
Cellulose Day 30	OTU.306	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	4.09176295159831	42.1666666666667	1.28577462078905
Cellulose Day 30	OTU.31	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA	6.00391084262586	43.6666666666667	0.732408192445407
Cellulose Day 30	OTU.3101	Verrucomicrobia	Spartobacteria	Chthoniobacterales	01D2Z36	uncultured_Verrucomicrobia_bacterium	5.31154971000752	36	0.549306144334055
Cellulose Day 30	OTU.314	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	6.47054905131963	36	0.168236118310606
Cellulose Day 30	OTU.318	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	uncultured	1.93595320414665	41	0.895879734614027
Cellulose Day 30	OTU.32	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	uncultured_bacterium	0.581648065863836	42.8333333333333	1.72292335291603
Cellulose Day 30	OTU.3205	Actinobacteria	Acidimicrobiia	Acidimicrobiales	NA	NA	0.920223449728138	41.25	1.42089494183467
Cellulose Day 30	OTU.330	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	1.50521668886714	36	0.930376170357503
Cellulose Day 30	OTU.333	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	0.348607100769739	43.2857142857143	0.932982518246555
Cellulose Day 30	OTU.3360	Proteobacteria	Deltaproteobacteria	Myxococcales	0319-6G20	uncultured_bacterium	0	38	1.09861228866811
Cellulose Day 30	OTU.3370	Actinobacteria	Acidimicrobiia	Acidimicrobiales	TM214	uncultured_bacterium	2.83397995497484	43.6666666666667	1.89452658911289
Cellulose Day 30	OTU.34	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	4.43833157903921	42.3333333333333	1.1303653426678
Cellulose Day 30	OTU.341	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	1.1710795225	42	0.947263294556447
Cellulose Day 30	OTU.3455	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	1.68792594310105	40.25	1.14624186966764
Cellulose Day 30	OTU.347	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	3.10309154806638	39.6666666666667	0.99184318874549
Cellulose Day 30	OTU.3504	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	3.72631584027834	39.3333333333333	1.26888749659011
Cellulose Day 30	OTU.353	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	NA	0.827111995693277	39.3333333333333	0.247312448243126
Cellulose Day 30	OTU.3545	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	NA	3.70132560385678	38	1.09861228866811
Cellulose Day 30	OTU.355	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	NA	4.96592798568891	39.3333333333333	0.760794128558842
Cellulose Day 30	OTU.357	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	7.02112615595725	36	1.16537798498037
Cellulose Day 30	OTU.3608	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA	3.50868589013989	39.6666666666667	1.24588987276112
Cellulose Day 30	OTU.365	Verrucomicrobia	Spartobacteria	Chthoniobacterales	FukuN18_freshwater_group	NA	6.32559551752529	38	0.394590032336139
